income,utilization,age,default,batch_date
55686.17396363872,0.4157792779051628,45,0,2025-12-04
95172.05762799626,0.35009070026688477,28,0,2025-12-04
83109.33909251503,0.47043774745311323,28,0,2025-12-04
66479.5147701291,0.49765835995077823,38,0,2025-12-04
65161.41732269876,0.47346971165253443,55,0,2025-12-04
58246.096175579834,0.23004146706639564,24,0,2025-12-04
74018.24167134859,0.1489248448496576,29,0,2025-12-04
70797.21154051999,0.30027505831186824,41,0,2025-12-04
42306.883993790005,0.16327358143819753,52,0,2025-12-04
79684.86075519552,0.3657557090124411,22,0,2025-12-04
94088.53239771706,0.2117397439008567,32,1,2025-12-04
98361.47027976275,0.05333902877566971,45,1,2025-12-04
66253.00600646186,0.3932305025360918,46,0,2025-12-04
58225.34921733442,0.3731869142993175,22,0,2025-12-04
73529.94040636536,0.31087126304637086,56,0,2025-12-04
85086.78713441904,0.3957181038698181,63,0,2025-12-04
85236.78135939816,0.13131557194563367,23,0,2025-12-04
73711.31923433108,0.2828441843514052,44,0,2025-12-04
52272.95680475905,0.04070878374166821,50,0,2025-12-04
63223.12999281868,0.32745726982139056,31,0,2025-12-04
79859.35431302038,0.06560688755184964,40,0,2025-12-04
60886.851154278214,0.21125887287132253,25,0,2025-12-04
55311.183647171936,0.6175031266375617,23,0,2025-12-04
76714.50134456526,0.10447306419622296,49,0,2025-12-04
75148.45081999227,0.13628307488512495,22,0,2025-12-04
84409.01565050539,0.4480615202206656,42,0,2025-12-04
71655.89906148339,0.4819692071834454,35,0,2025-12-04
53209.688386724454,0.18774155982597698,32,0,2025-12-04
69471.82359776902,0.18370327922457416,34,0,2025-12-04
89897.054450472,0.020924946720955902,52,0,2025-12-04
52183.97731461532,0.21328080521134493,49,0,2025-12-04
42927.00634821012,0.5778566814653285,26,0,2025-12-04
82796.50509144121,0.26232157962171954,64,0,2025-12-04
82001.1573570475,0.4078155318185752,41,0,2025-12-04
83317.74035007936,0.283040867900869,60,0,2025-12-04
74101.0540167847,0.30718005025833617,40,0,2025-12-04
53458.2790779839,0.20650306295494544,53,0,2025-12-04
53782.4438881109,0.5242027620670725,59,0,2025-12-04
71386.5025644604,0.34751436030812677,36,0,2025-12-04
54334.90121805784,0.24611980851315277,21,0,2025-12-04
71265.74796097114,0.49781904473837346,50,0,2025-12-04
82620.49942520559,0.25079817334011456,40,0,2025-12-04
71944.77916194919,0.3273839750409229,33,0,2025-12-04
58945.59434046615,0.5416514685525777,58,0,2025-12-04
71599.4077758913,0.5114908300997402,46,0,2025-12-04
72009.22596272727,0.43051997149638255,31,0,2025-12-04
52424.7814099187,0.21884385301326997,35,0,2025-12-04
49019.084278711656,0.504572167053553,42,0,2025-12-04
45011.78750771587,0.19886187593394605,47,0,2025-12-04
58463.944952994265,0.22201392066509187,37,0,2025-12-04
84375.08859252218,0.5517636634867304,30,0,2025-12-04
51628.97632179177,0.3021388877517464,33,0,2025-12-04
67016.54166220222,0.22149577028529163,35,0,2025-12-04
47295.28450883993,0.15626628211930513,37,0,2025-12-04
58180.68179940584,0.13832494968112713,22,0,2025-12-04
65333.06684723379,0.16093193894681626,53,0,2025-12-04
64818.87254128021,0.6381925312182051,58,0,2025-12-04
58967.85045277854,0.35000545544730155,61,0,2025-12-04
60407.62500855484,0.24828235013699745,23,0,2025-12-04
66686.9322578697,0.45733442101502275,31,0,2025-12-04
42938.527207038984,0.0721043352246265,22,0,2025-12-04
68935.10095143307,0.09283027359893568,43,0,2025-12-04
62484.45059471364,0.2440790694543537,56,0,2025-12-04
77036.26657440662,0.15646981658027048,28,0,2025-12-04
55909.59286364302,0.3221351094106801,28,0,2025-12-04
74476.85166670187,0.2959032592164403,39,0,2025-12-04
38185.800496379496,0.2047533368362682,43,0,2025-12-04
71454.2711488347,0.3607699411109168,32,0,2025-12-04
92176.40047485693,0.5045016976344343,27,0,2025-12-04
71296.73096255935,0.6103058427754772,61,0,2025-12-04
73692.10363866146,0.23659436272785084,61,0,2025-12-04
66379.86984580998,0.12321891688929404,57,0,2025-12-04
57731.88787816601,0.5220666079531722,49,0,2025-12-04
60320.682519636364,0.28161643511532,57,0,2025-12-04
36162.3577753776,0.31703689490111736,21,0,2025-12-04
53332.302250313085,0.30461748156725077,33,0,2025-12-04
69050.22329438705,0.20367123503787046,41,0,2025-12-04
56122.4447693812,0.10656545775850168,64,0,2025-12-04
77146.45096940473,0.277146268263775,26,0,2025-12-04
64484.924898315236,0.4218370422237085,29,0,2025-12-04
56824.76978365758,0.26596272536872245,43,0,2025-12-04
56744.46583954915,0.29153459062568093,32,0,2025-12-04
60029.74424615648,0.03411021755971329,42,0,2025-12-04
63881.94129205128,0.0322363412886308,50,0,2025-12-04
60833.117899745375,0.40321546000759595,34,0,2025-12-04
59385.8317437375,0.5543916591740565,21,0,2025-12-04
63138.74996286321,0.25349277903044337,22,0,2025-12-04
65664.34552553724,0.5528280899403173,56,0,2025-12-04
68855.35483971317,0.5569610034038045,58,0,2025-12-04
53287.38064898487,0.4956667382930095,45,0,2025-12-04
70237.39980083823,0.3854168440456243,33,0,2025-12-04
46187.9200570645,0.2508852440520533,46,0,2025-12-04
89922.75866257052,0.13786372839296457,31,0,2025-12-04
96824.53066506331,0.1272106889946896,42,0,2025-12-04
79629.5811523107,0.39892546680024854,28,0,2025-12-04
59311.768312037515,0.07870052566019464,29,0,2025-12-04
43384.830384607434,0.06548304713576003,22,0,2025-12-04
69521.9482756758,0.21775998086563497,45,0,2025-12-04
66061.66347665215,0.31938754497637983,42,0,2025-12-04
69641.59065847627,0.2608704057796341,63,0,2025-12-04
48613.36786580152,0.2489234407496732,34,0,2025-12-04
50478.58813300145,0.32621905276921714,53,0,2025-12-04
85258.9953268403,0.05286620653306551,31,0,2025-12-04
87660.34002456251,0.26069505348752947,52,0,2025-12-04
75554.0141481379,0.378396280046374,62,0,2025-12-04
48797.577398732414,0.3318462611008213,32,0,2025-12-04
90345.50046753303,0.2951280452247773,31,0,2025-12-04
48438.77365144831,0.348795799566764,36,0,2025-12-04
23390.12211856404,0.44648917443332875,31,0,2025-12-04
68796.68799729185,0.33016395995449266,22,0,2025-12-04
44662.523468478306,0.44953955822993963,47,0,2025-12-04
54418.376607008024,0.08771480039263009,59,0,2025-12-04
32879.84802972362,0.3133337897798226,39,0,2025-12-04
68515.7921819705,0.2945029841089122,37,0,2025-12-04
45165.95234307208,0.3332801132134766,31,1,2025-12-04
37712.51023197228,0.18619194572219167,49,0,2025-12-04
49515.287148956275,0.19362738628148346,50,0,2025-12-04
77516.34507478213,0.30380043046081656,50,0,2025-12-04
65191.18185426544,0.2592824811903164,46,0,2025-12-04
61880.08270499816,0.18133151013290363,44,0,2025-12-04
77503.23182319525,0.586719404979451,46,0,2025-12-04
82996.35354646323,0.30462917644683646,59,0,2025-12-04
54981.30389145165,0.6099575460314429,44,0,2025-12-04
49394.382143940435,0.4941949660791356,52,0,2025-12-04
73405.49709757156,0.422330479516096,27,0,2025-12-04
78794.64931280675,0.47738319794104944,31,0,2025-12-04
68129.8855897702,0.20464211750942884,27,0,2025-12-04
55339.675730464725,0.21096548047769137,29,0,2025-12-04
69709.82671002136,0.1392387398653978,36,0,2025-12-04
67736.89554496363,0.23298410306786485,48,0,2025-12-04
71398.2006891247,0.15318299666907642,55,0,2025-12-04
51957.00151789528,0.2113482652701938,23,0,2025-12-04
70927.14967380674,0.09949249835618833,62,0,2025-12-04
62544.66939763067,0.1465645451831972,38,1,2025-12-04
42392.91862127263,0.18617034137494817,23,0,2025-12-04
58296.63072000091,0.18460077403673686,54,0,2025-12-04
64354.270409351724,0.49863165644082125,64,0,2025-12-04
87191.08470517598,0.3053411239356839,53,0,2025-12-04
68157.54834787064,0.15959563395691936,49,0,2025-12-04
36941.083080313496,0.21357700432375787,60,0,2025-12-04
72332.88123323099,0.7273295144396095,21,0,2025-12-04
81843.94570641014,0.3323984499175895,37,0,2025-12-04
74037.4263013359,0.16888631830795478,32,0,2025-12-04
68965.4484661193,0.25500619834789073,25,0,2025-12-04
61831.63365793595,0.4750058489918146,29,1,2025-12-04
62072.73040962616,0.22424322917473216,27,0,2025-12-04
65884.9444829212,0.26076595499081273,28,0,2025-12-04
44734.892382736834,0.2505707393312695,36,0,2025-12-04
54327.49108151567,0.3108797520958656,40,1,2025-12-04
78472.80939363799,0.16730474784399818,59,0,2025-12-04
78937.88301437786,0.05614052449642197,31,0,2025-12-04
85599.19543835295,0.4413113841346294,54,0,2025-12-04
65464.21617011486,0.3313238501386134,21,0,2025-12-04
67754.94396143725,0.0267417226983381,53,0,2025-12-04
65278.86061914103,0.15822509516316186,53,0,2025-12-04
79112.38675279252,0.26192826787978,59,0,2025-12-04
104938.7554362646,0.28121597825621225,57,0,2025-12-04
54216.84870177904,0.09583777859271174,47,0,2025-12-04
41008.83744257064,0.11984497512038055,50,0,2025-12-04
63281.367116087684,0.2520601614146721,52,0,2025-12-04
69089.35260409414,0.10823936950045904,30,0,2025-12-04
53858.97568942229,0.18540631685310477,55,0,2025-12-04
83111.09174591053,0.14321412717414722,31,0,2025-12-04
85394.75851231173,0.21010015140406707,35,0,2025-12-04
44091.36737914005,0.48510027432866293,34,0,2025-12-04
50340.659924987645,0.15219065917617666,50,0,2025-12-04
18832.377328504477,0.2351235400475317,26,0,2025-12-04
62332.887669736774,0.10942522174961727,29,0,2025-12-04
70491.47480742051,0.14839977389343892,46,0,2025-12-04
61661.24436025232,0.13125798534982674,23,0,2025-12-04
83005.47728378189,0.45759502144234454,22,0,2025-12-04
59036.1719286608,0.007800008099757641,51,0,2025-12-04
42060.55769816207,0.39293329834290336,32,0,2025-12-04
88866.15150988977,0.355502292115627,22,0,2025-12-04
7030.433368431321,0.27219919236121953,33,0,2025-12-04
77625.01012649504,0.4699258149135267,34,0,2025-12-04
70532.12052214531,0.3218842408332435,37,0,2025-12-04
46656.58633986461,0.39006427126695314,41,0,2025-12-04
47925.9445385916,0.49935064122582057,49,0,2025-12-04
65655.51769880543,0.4738729466227605,32,0,2025-12-04
71538.21147713761,0.30275944758926543,27,0,2025-12-04
61743.76386503994,0.15581358706126774,47,0,2025-12-04
68903.92579057881,0.5147117287340233,44,0,2025-12-04
76021.15227421011,0.4269466741660801,40,0,2025-12-04
69600.8623828867,0.6429793475998021,64,0,2025-12-04
53142.02408210661,0.18373209661886597,46,0,2025-12-04
39312.013668559135,0.30632571726481317,54,0,2025-12-04
57853.77973553101,0.34975540813546024,38,0,2025-12-04
92282.19507398891,0.16521020701802508,39,0,2025-12-04
52615.91241275432,0.49465632406405924,22,0,2025-12-04
58823.36795523953,0.26049864160869535,27,0,2025-12-04
54946.21696513207,0.22363999029771994,59,0,2025-12-04
43507.81760413645,0.41571938409676495,40,0,2025-12-04
83429.67935516879,0.2937166417329536,28,0,2025-12-04
74503.63569596257,0.20630551982892695,45,0,2025-12-04
61199.775757390584,0.7453511632180547,35,0,2025-12-04
51796.227124482946,0.33996746603283234,49,0,2025-12-04
76960.35575782799,0.4095899065288589,54,0,2025-12-04
89838.79625895154,0.39179243209811976,58,0,2025-12-04
63387.19360555871,0.5266770458472665,33,0,2025-12-04
64190.858657506054,0.1557149180892939,39,0,2025-12-04
74874.8098163168,0.12451661125054099,42,0,2025-12-04
63185.75057544764,0.7208458130837244,31,0,2025-12-04
75102.59238426214,0.7210676703506103,35,0,2025-12-04
48980.829012353905,0.12920106393281247,64,0,2025-12-04
88231.40452893668,0.4286026705227515,43,0,2025-12-04
46757.07153295332,0.25567299274881183,52,0,2025-12-04
78878.8324535944,0.21167586532635257,27,0,2025-12-04
66379.05797854169,0.355547134176461,59,0,2025-12-04
53714.08767504881,0.5779157265331218,26,0,2025-12-04
77601.20130156605,0.7897924342733343,28,0,2025-12-04
69995.84522722682,0.6120351744196508,63,0,2025-12-04
63363.92972459894,0.39451594310212285,38,0,2025-12-04
77570.9219809712,0.35452877325891147,28,0,2025-12-04
38100.36434412437,0.08850112671546197,33,0,2025-12-04
65074.13899084513,0.20557251356468886,28,0,2025-12-04
78708.6424784342,0.5313421435690625,53,0,2025-12-04
54832.74114908651,0.29259046137111766,21,0,2025-12-04
66220.11109875391,0.42088108064294366,60,0,2025-12-04
36365.24268447783,0.1748142531198737,39,0,2025-12-04
77678.88647779377,0.27100868617961943,53,0,2025-12-04
47362.09065878546,0.08636773581718495,49,0,2025-12-04
37739.22332983594,0.15396460208281,32,0,2025-12-04
70026.21140871543,0.49893636978468325,27,0,2025-12-04
37686.73313390326,0.28645550038765166,51,0,2025-12-04
81372.79633855798,0.2631293919319704,47,0,2025-12-04
53162.96196056259,0.26490736854009617,56,0,2025-12-04
46396.831970410494,0.3597964535089509,58,0,2025-12-04
75429.91535994783,0.045202952474154026,24,0,2025-12-04
29729.24224618162,0.1054894231925011,41,0,2025-12-04
85479.96357915034,0.034803785766024664,58,0,2025-12-04
40887.67094453854,0.3798964965018473,24,0,2025-12-04
49580.76563002723,0.11541224059407328,39,0,2025-12-04
68181.83882549035,0.4517139540799493,26,0,2025-12-04
60799.09004664994,0.31464539439314315,63,0,2025-12-04
68712.69707629966,0.019564811542138218,47,0,2025-12-04
58419.97226785983,0.24711696915769968,33,0,2025-12-04
86081.8790068653,0.13986460454338956,21,0,2025-12-04
25743.598993487587,0.11413866129973517,64,0,2025-12-04
79798.59948184187,0.2557885011445527,30,0,2025-12-04
57524.95857931068,0.380811110366029,28,0,2025-12-04
59127.24713348937,0.7084819091407684,43,0,2025-12-04
44261.20422215629,0.4175323808500488,49,0,2025-12-04
43113.61656487328,0.48604905437299833,26,0,2025-12-04
85847.52051030431,0.4412405037735344,28,1,2025-12-04
85824.51005013034,0.01744616138949252,21,0,2025-12-04
84002.55811684858,0.24442093631078846,33,0,2025-12-04
76761.13923836288,0.43266784848362894,55,0,2025-12-04
62339.531150791,0.42887970041815293,50,0,2025-12-04
49583.64921508331,0.47220592630543534,51,0,2025-12-04
45830.4342430145,0.25421055007441634,36,0,2025-12-04
85253.88096159315,0.3939617387658121,24,0,2025-12-04
49058.234932356405,0.5077013759671841,56,0,2025-12-04
91273.0239647082,0.03963442344432752,57,0,2025-12-04
83188.14078892051,0.15149713773224882,48,0,2025-12-04
64496.756586532996,0.11923706407798881,42,0,2025-12-04
51158.927060212955,0.34753075413332246,45,0,2025-12-04
52133.93851315237,0.4836579792248422,26,0,2025-12-04
56291.27636925491,0.3021136597996326,49,0,2025-12-04
83458.44076040026,0.18883504447723506,57,0,2025-12-04
61381.09695085051,0.32203477717422113,55,0,2025-12-04
45611.44494026896,0.3510510753995624,47,0,2025-12-04
74705.72067951529,0.13113281251613423,40,0,2025-12-04
44770.036570996366,0.4404547393381655,61,0,2025-12-04
70579.59283680037,0.12488437438786505,43,0,2025-12-04
82011.15885643108,0.01181160678421226,55,0,2025-12-04
51033.497451573,0.5328807301871336,60,0,2025-12-04
104899.29941446315,0.0676737592705938,27,0,2025-12-04
62614.904445032975,0.3597628161479176,26,0,2025-12-04
58957.22946614906,0.6623593718630578,56,0,2025-12-04
68326.09646800374,0.24388617005508265,61,0,2025-12-04
54804.17099684532,0.08120479870260339,39,0,2025-12-04
69277.70479127027,0.23530945711848172,54,0,2025-12-04
83362.30567579847,0.20933657198187441,63,0,2025-12-04
43592.421810895554,0.2680502327264248,56,0,2025-12-04
85364.7802182587,0.4313712684092345,54,0,2025-12-04
52175.963352662395,0.35802632532646067,55,0,2025-12-04
64160.111706816424,0.32595273299784594,28,0,2025-12-04
52929.62321320734,0.08603504165161494,22,0,2025-12-04
70113.84189653181,0.24082591817002788,58,0,2025-12-04
73772.10717680615,0.3065845748618972,28,0,2025-12-04
95571.04228047241,0.3889583859125792,27,0,2025-12-04
69580.6159414327,0.28561123049109055,48,0,2025-12-04
63432.620050882324,0.08134410341914423,42,0,2025-12-04
38625.851714756456,0.4233335701926323,33,0,2025-12-04
96447.59890884059,0.42290068943040393,32,0,2025-12-04
78064.11278946673,0.03766491684926738,50,0,2025-12-04
29921.956826683265,0.23104153832372534,39,0,2025-12-04
73527.67677188576,0.11528138865161539,61,0,2025-12-04
68458.75403508943,0.04743489604923835,23,0,2025-12-04
76313.96273552827,0.4518901291462929,39,0,2025-12-04
70458.4700247523,0.5132327327686945,43,0,2025-12-04
73788.40710243036,0.19371891749165482,57,0,2025-12-04
47018.230348506506,0.33058743420872155,64,0,2025-12-04
63840.4152849279,0.20789844862316875,59,1,2025-12-04
56018.22036452367,0.3380383438801374,40,0,2025-12-04
73630.2840746447,0.07846357339968084,41,0,2025-12-04
69462.30541640184,0.07932060415774833,58,0,2025-12-04
76775.77207545213,0.24867741763219453,61,0,2025-12-04
55386.34274577827,0.32892635772143747,56,0,2025-12-04
78003.79937979163,0.22192271906830685,34,0,2025-12-04
63696.46720655815,0.20541069079272845,49,0,2025-12-04
39608.14366851738,0.350319849539935,26,0,2025-12-04
56025.3626636739,0.05926556392995422,43,0,2025-12-04
67380.0530524076,0.5840420751547116,45,0,2025-12-04
68533.41861912818,0.20792848186230026,44,0,2025-12-04
78029.02944806886,0.1288326059679336,38,0,2025-12-04
52094.60211920166,0.3664980906038698,47,0,2025-12-04
52384.68830020935,0.3334314082834017,53,0,2025-12-04
92461.97807885376,0.05559862401562136,41,0,2025-12-04
53589.50846850898,0.6329185058532761,42,1,2025-12-04
64058.56518571166,0.6013285471596996,52,0,2025-12-04
71124.63163603029,0.6357863446036176,37,0,2025-12-04
72229.26663057372,0.25299988799417233,44,0,2025-12-04
45992.79744841128,0.7243073531544684,27,1,2025-12-04
74347.59261322916,0.22204217909620477,62,0,2025-12-04
61488.243788314816,0.3856178340147189,27,0,2025-12-04
53515.8116424963,0.34287347756824266,27,0,2025-12-04
58915.32808791689,0.12429499449311861,28,0,2025-12-04
72170.55147162691,0.20148671701709733,33,0,2025-12-04
68723.2839463216,0.27424830490521734,40,0,2025-12-04
86565.24537399552,0.134854852517496,63,0,2025-12-04
69878.09915029292,0.21985113513993262,24,0,2025-12-04
62786.56779713004,0.4511939642573468,27,0,2025-12-04
62006.944018088376,0.5496675978140079,33,0,2025-12-04
64328.092850523135,0.5783924585539456,45,0,2025-12-04
77899.35930543428,0.227935308274275,47,0,2025-12-04
66903.7322191948,0.417884009647145,48,0,2025-12-04
50957.99675527584,0.019090960892816713,49,0,2025-12-04
70540.58397344305,0.08687200193043039,53,0,2025-12-04
